RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
IMPOSSIBLE  | Find something pink, big, sticky and light  ||  Найди что-нибудь розовое, большое, липкое и лёгкое  ||  Atrodi kaut ko rozā, lielu, lipīgu un vieglu  ||  Finde etwas Rosa, Grosses, Klebriges und Leichtes
IMPOSSIBLE  | Find something pink, flat, tiny and smooth  ||  Найди что-нибудь розовое, плоское, крошечное и гладкое  ||  Atrodi kaut ko rozā, plakanu, sīku un gludu  ||  Finde etwas Rosa, Flaches, Winziges und Glattes
IMPOSSIBLE  | Find something light blue, oval, big and sticky  ||  Найди что-нибудь голубое, овальное, большое и липкое  ||  Atrodi kaut ko gaišzilu, ovālu, lielu un lipīgu  ||  Finde etwas Hellblaues, Ovales, Grosses und Klebriges
IMPOSSIBLE  | Find something black, oval, huge and striped  ||  Найди что-нибудь чёрное, овальное, огромное и полосатое  ||  Atrodi kaut ko melnu, ovālu, milzīgu un svītrainu  ||  Finde etwas Schwarzes, Ovales, Riesiges und Gestreiftes
IMPOSSIBLE  | Find something orange, square, hard and sparkly  ||  Найди что-нибудь оранжевое, квадратное, твёрдое и сверкающее  ||  Atrodi kaut ko oranžu, kvadrātisku, cietu un mirdzošu  ||  Finde etwas Oranges, Quadratisches, Hartes und Funkelndes
IMPOSSIBLE  | Find something wide, soft, transparent and light  ||  Найди что-нибудь широкое, мягкое, прозрачное и лёгкое  ||  Atrodi kaut ko platu, mīkstu, caurspīdīgu un vieglu  ||  Finde etwas Breites, Weiches, Durchsichtiges und Leichtes
IMPOSSIBLE  | Find something golden, square, transparent and plain  ||  Найди что-нибудь золотое, квадратное, прозрачное и однотонное  ||  Atrodi kaut ko zeltainu, kvadrātisku, caurspīdīgu un vienkrāsainu  ||  Finde etwas Goldenes, Quadratisches, Durchsichtiges und Einfarbiges
IMPOSSIBLE  | Find something black, tiny, matte and heavy  ||  Найди что-нибудь чёрное, крошечное, матовое и тяжёлое  ||  Atrodi kaut ko melnu, sīku, matētu un smagu  ||  Finde etwas Schwarzes, Winziges, Mattes und Schweres
IMPOSSIBLE  | Find something red, flat, wet and light  ||  Найди что-нибудь красное, плоское, мокрое и лёгкое  ||  Atrodi kaut ko sarkanu, plakanu, slapju un vieglu  ||  Finde etwas Rotes, Flaches, Nasses und Leichtes
IMPOSSIBLE  | Find something black, curved, wide and warm  ||  Найди что-нибудь чёрное, изогнутое, широкое и тёплое  ||  Atrodi kaut ko melnu, izliektu, platu un siltu  ||  Finde etwas Schwarzes, Gebogenes, Breites und Warmes
IMPOSSIBLE  | Find something short, shiny, cold and spotted  ||  Найди что-нибудь короткое, блестящее, холодное и пятнистое  ||  Atrodi kaut ko īsu, spīdīgu, aukstu un raibu  ||  Finde etwas Kurzes, Glaenzendes, Kaltes und Gepunktetes
IMPOSSIBLE  | Find something thick, big, wet and striped  ||  Найди что-нибудь толстое, большое, мокрое и полосатое  ||  Atrodi kaut ko biezu, lielu, slapju un svītrainu  ||  Finde etwas Dickes, Grosses, Nasses und Gestreiftes
IMPOSSIBLE  | Find something pink, flat, tiny and dry  ||  Найди что-нибудь розовое, плоское, крошечное и сухое  ||  Atrodi kaut ko rozā, plakanu, sīku un sausu  ||  Finde etwas Rosa, Flaches, Winziges und Trockenes
IMPOSSIBLE  | Find something black, big, matte and cold  ||  Найди что-нибудь чёрное, большое, матовое и холодное  ||  Atrodi kaut ko melnu, lielu, matētu un aukstu  ||  Finde etwas Schwarzes, Grosses, Mattes und Kaltes
IMPOSSIBLE  | Find something grey, narrow, rough and warm  ||  Найди что-нибудь серое, узкое, шершавое и тёплое  ||  Atrodi kaut ko pelēku, šauru, raupju un siltu  ||  Finde etwas Graues, Schmales, Raues und Warmes
IMPOSSIBLE  | Find something silver, flat, wet and spotted  ||  Найди что-нибудь серебряное, плоское, мокрое и пятнистое  ||  Atrodi kaut ko sudrabainu, plakanu, slapju un raibu  ||  Finde etwas Silbernes, Flaches, Nasses und Gepunktetes
IMPOSSIBLE  | Find something black, tiny, cold and striped  ||  Найди что-нибудь чёрное, крошечное, холодное и полосатое  ||  Atrodi kaut ko melnu, sīku, aukstu un svītrainu  ||  Finde etwas Schwarzes, Winziges, Kaltes und Gestreiftes
IMPOSSIBLE  | Find something red, curved, wet and matte  ||  Найди что-нибудь красное, изогнутое, мокрое и матовое  ||  Atrodi kaut ko sarkanu, izliektu, slapju un matētu  ||  Finde etwas Rotes, Gebogenes, Nasses und Mattes
IMPOSSIBLE  | Find something blue, pointy, dry and spotted  ||  Найди что-нибудь синее, острое, сухое и пятнистое  ||  Atrodi kaut ko zilu, asu, sausu un raibu  ||  Finde etwas Blaues, Spitzes, Trockenes und Gepunktetes
IMPOSSIBLE  | Find something thick, narrow, wet and heavy  ||  Найди что-нибудь толстое, узкое, мокрое и тяжёлое  ||  Atrodi kaut ko biezu, šauru, slapju un smagu  ||  Finde etwas Dickes, Schmales, Nasses und Schweres
IMPOSSIBLE  | Find something oval, huge, cold and plain  ||  Найди что-нибудь овальное, огромное, холодное и однотонное  ||  Atrodi kaut ko ovālu, milzīgu, aukstu un vienkrāsainu  ||  Finde etwas Ovales, Riesiges, Kaltes und Einfarbiges
IMPOSSIBLE  | Find something yellow, narrow, warm and spotted  ||  Найди что-нибудь жёлтое, узкое, тёплое и пятнистое  ||  Atrodi kaut ko dzeltenu, šauru, siltu un raibu  ||  Finde etwas Gelbes, Schmales, Warmes und Gepunktetes
IMPOSSIBLE  | Find something thin, small, smooth and warm  ||  Найди что-нибудь тонкое, маленькое, гладкое и тёплое  ||  Atrodi kaut ko plānu, mazu, gludu un siltu  ||  Finde etwas Duennes, Kleines, Glattes und Warmes
IMPOSSIBLE  | Find something grey, thick, sparkly and light  ||  Найди что-нибудь серое, толстое, сверкающее и лёгкое  ||  Atrodi kaut ko pelēku, biezu, mirdzošu un vieglu  ||  Finde etwas Graues, Dickes, Funkelndes und Leichtes
IMPOSSIBLE  | Find something brown, wide, heavy and striped  ||  Найди что-нибудь коричневое, широкое, тяжёлое и полосатое  ||  Atrodi kaut ko brūnu, platu, smagu un svītrainu  ||  Finde etwas Braunes, Breites, Schweres und Gestreiftes
IMPOSSIBLE  | Find something pink, long, dry and matte  ||  Найди что-нибудь розовое, длинное, сухое и матовое  ||  Atrodi kaut ko rozā, garu, sausu un matētu  ||  Finde etwas Rosa, Langes, Trockenes und Mattes
IMPOSSIBLE  | Find something blue, square, small and striped  ||  Найди что-нибудь синее, квадратное, маленькое и полосатое  ||  Atrodi kaut ko zilu, kvadrātisku, mazu un svītrainu  ||  Finde etwas Blaues, Quadratisches, Kleines und Gestreiftes
IMPOSSIBLE  | Find something brown, narrow, hard and matte  ||  Найди что-нибудь коричневое, узкое, твёрдое и матовое  ||  Atrodi kaut ko brūnu, šauru, cietu un matētu  ||  Finde etwas Braunes, Schmales, Hartes und Mattes
IMPOSSIBLE  | Find something square, dry, transparent and light  ||  Найди что-нибудь квадратное, сухое, прозрачное и лёгкое  ||  Atrodi kaut ko kvadrātisku, sausu, caurspīdīgu un vieglu  ||  Finde etwas Quadratisches, Trockenes, Durchsichtiges und Leichtes
IMPOSSIBLE  | Find something pink, round, huge and warm  ||  Найди что-нибудь розовое, круглое, огромное и тёплое  ||  Atrodi kaut ko rozā, apaļu, milzīgu un siltu  ||  Finde etwas Rosa, Rundes, Riesiges und Warmes
IMPOSSIBLE  | Find something silver, thin, hard and striped  ||  Найди что-нибудь серебряное, тонкое, твёрдое и полосатое  ||  Atrodi kaut ko sudrabainu, plānu, cietu un svītrainu  ||  Finde etwas Silbernes, Duennes, Hartes und Gestreiftes
IMPOSSIBLE  | Find something yellow, thick, big and matte  ||  Найди что-нибудь жёлтое, толстое, большое и матовое  ||  Atrodi kaut ko dzeltenu, biezu, lielu un matētu  ||  Finde etwas Gelbes, Dickes, Grosses und Mattes
IMPOSSIBLE  | Find something white, square, wide and spotted  ||  Найди что-нибудь белое, квадратное, широкое и пятнистое  ||  Atrodi kaut ko baltu, kvadrātisku, platu un raibu  ||  Finde etwas Weisses, Quadratisches, Breites und Gepunktetes
IMPOSSIBLE  | Find something pink, curved, tiny and fluffy  ||  Найди что-нибудь розовое, изогнутое, крошечное и пушистое  ||  Atrodi kaut ko rozā, izliektu, sīku un pūkainu  ||  Finde etwas Rosa, Gebogenes, Winziges und Flauschiges
IMPOSSIBLE  | Find something white, long, narrow and cold  ||  Найди что-нибудь белое, длинное, узкое и холодное  ||  Atrodi kaut ko baltu, garu, šauru un aukstu  ||  Finde etwas Weisses, Langes, Schmales und Kaltes
IMPOSSIBLE  | Find something white, wide, sticky and transparent  ||  Найди что-нибудь белое, широкое, липкое и прозрачное  ||  Atrodi kaut ko baltu, platu, lipīgu un caurspīdīgu  ||  Finde etwas Weisses, Breites, Klebriges und Durchsichtiges
IMPOSSIBLE  | Find something grey, round, dry and cold  ||  Найди что-нибудь серое, круглое, сухое и холодное  ||  Atrodi kaut ko pelēku, apaļu, sausu un aukstu  ||  Finde etwas Graues, Rundes, Trockenes und Kaltes
IMPOSSIBLE  | Find something grey, wide, rough and matte  ||  Найди что-нибудь серое, широкое, шершавое и матовое  ||  Atrodi kaut ko pelēku, platu, raupju un matētu  ||  Finde etwas Graues, Breites, Raues und Mattes
IMPOSSIBLE  | Find something yellow, square, fluffy and matte  ||  Найди что-нибудь жёлтое, квадратное, пушистое и матовое  ||  Atrodi kaut ko dzeltenu, kvadrātisku, pūkainu un matētu  ||  Finde etwas Gelbes, Quadratisches, Flauschiges und Mattes
IMPOSSIBLE  | Find something silver, short, rough and warm  ||  Найди что-нибудь серебряное, короткое, шершавое и тёплое  ||  Atrodi kaut ko sudrabainu, īsu, raupju un siltu  ||  Finde etwas Silbernes, Kurzes, Raues und Warmes
IMPOSSIBLE  | Find something pink, wide, dry and light  ||  Найди что-нибудь розовое, широкое, сухое и лёгкое  ||  Atrodi kaut ko rozā, platu, sausu un vieglu  ||  Finde etwas Rosa, Breites, Trockenes und Leichtes
IMPOSSIBLE  | Find something grey, short, tiny and wet  ||  Найди что-нибудь серое, короткое, крошечное и мокрое  ||  Atrodi kaut ko pelēku, īsu, sīku un slapju  ||  Finde etwas Graues, Kurzes, Winziges und Nasses
IMPOSSIBLE  | Find something pink, oval, dry and warm  ||  Найди что-нибудь розовое, овальное, сухое и тёплое  ||  Atrodi kaut ko rozā, ovālu, sausu un siltu  ||  Finde etwas Rosa, Ovales, Trockenes und Warmes
IMPOSSIBLE  | Find something golden, flat, huge and shiny  ||  Найди что-нибудь золотое, плоское, огромное и блестящее  ||  Atrodi kaut ko zeltainu, plakanu, milzīgu un spīdīgu  ||  Finde etwas Goldenes, Flaches, Riesiges und Glaenzendes
IMPOSSIBLE  | Find something green, thick, wide and hard  ||  Найди что-нибудь зелёное, толстое, широкое и твёрдое  ||  Atrodi kaut ko zaļu, biezu, platu un cietu  ||  Finde etwas Gruenes, Dickes, Breites und Hartes
IMPOSSIBLE  | Find something long, huge, heavy and striped  ||  Найди что-нибудь длинное, огромное, тяжёлое и полосатое  ||  Atrodi kaut ko garu, milzīgu, smagu un svītrainu  ||  Finde etwas Langes, Riesiges, Schweres und Gestreiftes
IMPOSSIBLE  | Find something orange, flat, narrow and plain  ||  Найди что-нибудь оранжевое, плоское, узкое и однотонное  ||  Atrodi kaut ko oranžu, plakanu, šauru un vienkrāsainu  ||  Finde etwas Oranges, Flaches, Schmales und Einfarbiges
IMPOSSIBLE  | Find something brown, flat, small and fluffy  ||  Найди что-нибудь коричневое, плоское, маленькое и пушистое  ||  Atrodi kaut ko brūnu, plakanu, mazu un pūkainu  ||  Finde etwas Braunes, Flaches, Kleines und Flauschiges
IMPOSSIBLE  | Find something golden, long, rough and heavy  ||  Найди что-нибудь золотое, длинное, шершавое и тяжёлое  ||  Atrodi kaut ko zeltainu, garu, raupju un smagu  ||  Finde etwas Goldenes, Langes, Raues und Schweres
IMPOSSIBLE  | Find something green, short, wide and striped  ||  Найди что-нибудь зелёное, короткое, широкое и полосатое  ||  Atrodi kaut ko zaļu, īsu, platu un svītrainu  ||  Finde etwas Gruenes, Kurzes, Breites und Gestreiftes
IMPOSSIBLE  | Find something black, square, big and rough  ||  Найди что-нибудь чёрное, квадратное, большое и шершавое  ||  Atrodi kaut ko melnu, kvadrātisku, lielu un raupju  ||  Finde etwas Schwarzes, Quadratisches, Grosses und Raues
